Schlüsselnummer;Stadt;PLZ;Bundesland;Landkreis
05378;Rösrath;51503;Nordrhein-Westfalen; Rheinisch-Bergischer Kreis
05382;Rheinbach;53359;Nordrhein-Westfalen; Rhein-Sieg-Kreis
03257;Rinteln;31737;Niedersachsen; Schaumburg
05378;Overath;51491;Nordrhein-Westfalen; Rheinisch-Bergischer Kreis
03461;Nordenham;26954;Niedersachsen; Wesermarsch
08117;Geislingen an der Steige;73312;Baden-Württemberg; Göppingen
16073;Saalfeld/Saale;07318;Freistaat Thüringen; Saalfeld-Rudolstadt
03361;Verden;27283;Niedersachsen; Verden
09477;Kulmbach;95326;Freistaat Bayern; Kulmbach
12066;Senftenberg;01968;Brandenburg; Oberspreewald-Lausitz
05158;Heiligenhaus;42579;Nordrhein-Westfalen; Mettmann
03155;Einbeck;37574;Niedersachsen; Northeim
08316;Emmendingen;79312;Baden-Württemberg; Emmendingen
05962;Plettenberg;58840;Nordrhein-Westfalen; Märkischer Kreis
08125;Neckarsulm;74172;Baden-Württemberg; Heilbronn
06438;Mühlheim am Main;63165;Hessen; Offenbach
09184;Unterschleißheim;85716;Freistaat Bayern; München
14730;Delitzsch;04509;Freistaat Sachsen; Nordsachsen
05958;Brilon;59929;Nordrhein-Westfalen; Hochsauerlandkreis
08119;Weinstadt;71384;Baden-Württemberg; Rems-Murr-Kreis
10046;St. Wendel;66606;Saarland; St. Wendel
12064;Strausberg;15344;Brandenburg; Märkisch-Oderland
06432;Griesheim;64347;Hessen; Darmstadt-Dieburg
06438;Rödermark;63322;Hessen; Offenbach
05754;Schloß Holte-Stukenbrock;33758;Nordrhein-Westfalen; Gütersloh
09574;Lauf a.d.Pegnitz;91207;Freistaat Bayern; Nürnberger Land
05770;Petershagen;32469;Nordrhein-Westfalen; Minden-Lübbecke
16070;Ilmenau;98693;Freistaat Thüringen; Ilm-Kreis
08226;Wiesloch;69168;Baden-Württemberg; Rhein-Neckar-Kreis
03460;Lohne;49393;Niedersachsen; Vechta
12065;Hennigsdorf;16761;Brandenburg; Oberhavel
05770;Lübbecke;32312;Nordrhein-Westfalen; Minden-Lübbecke
01062;Reinbek;21465;Schleswig-Holstein; Stormarn
09573;Zirndorf;90513;Freistaat Bayern; Fürth
08325;Rottweil;78628;Baden-Württemberg; Rottweil
08237;Horb am Neckar;72160;Baden-Württemberg; Freudenstadt
05374;Wiehl;51674;Nordrhein-Westfalen; Oberbergischer Kreis
08425;Ehingen;89584;Baden-Württemberg; Alb-Donau-Kreis
14524;Limbach-Oberfrohna;09212;Freistaat Sachsen; Zwickau
05958;Schmallenberg;57392;Nordrhein-Westfalen; Hochsauerlandkreis
12063;Rathenow;14712;Brandenburg; Havelland
08236;Mühlacker;75417;Baden-Württemberg; Enzkreis
05954;Sprockhövel;45549;Nordrhein-Westfalen; Ennepe-Ruhr-Kreis
05966;Olpe;57462;Nordrhein-Westfalen; Olpe
06436;Hattersheim am Main;65795;Hessen; Main-Taunus-Kreis
06431;Heppenheim;64646;Hessen; Bergstraße
05770;Espelkamp;32339;Nordrhein-Westfalen; Minden-Lübbecke
16070;Arnstadt;99310;Freistaat Thüringen; Ilm-Kreis
05382;Bad Honnef;53604;Nordrhein-Westfalen; Rhein-Sieg-Kreis
03452;Norden;26506;Niedersachsen; Aurich
06440;Butzbach;35510;Hessen; Wetteraukreis
08317;Achern;77855;Baden-Württemberg; Ortenaukreis
05370;Übach-Palenberg;52531;Nordrhein-Westfalen; Heinsberg
05774;Salzkotten;33154;Nordrhein-Westfalen; Paderborn
05954;Herdecke;58313;Nordrhein-Westfalen; Ennepe-Ruhr-Kreis
05362;Bedburg;50181;Nordrhein-Westfalen; Rhein-Erft-Kreis
05966;Attendorn;57439;Nordrhein-Westfalen; Olpe
08136;Ellwangen;73479;Baden-Württemberg; Ostalbkreis
12071;Spremberg;03130;Brandenburg; Spree-Neiße
14524;Glauchau;08371;Freistaat Sachsen; Zwickau
09776;Lindau;88131;Freistaat Bayern; Lindau
03455;Varel;26316;Niedersachsen; Friesland
15087;Eisleben;06295;Sachsen-Anhalt; Mansfeld-Südharz
08225;Mosbach;74821;Baden-Württemberg; Neckar-Odenwald-Kreis
06432;Pfungstadt;64319;Hessen; Darmstadt-Dieburg
06434;Friedrichsdorf;61381;Hessen; Hochtaunuskreis
08118;Ditzingen;71254;Baden-Württemberg; Ludwigsburg
03152;Hann. Münden;34346;Niedersachsen; Göttingen
09576;Roth;91154;Freistaat Bayern; Roth
03251;Syke;28857;Niedersachsen; Diepholz
15086;Burg;39288;Sachsen-Anhalt; Jerichower Land
05382;Meckenheim;53340;Nordrhein-Westfalen; Rhein-Sieg-Kreis
14729;Markkleeberg;04416;Freistaat Sachsen; Leipzig
05970;Netphen;57250;Nordrhein-Westfalen; Siegen-Wittgenstein
06432;Weiterstadt;64331;Hessen; Darmstadt-Dieburg
01062;Bad Oldesloe;23843;Schleswig-Holstein; Stormarn
05558;Lüdinghausen;59348;Nordrhein-Westfalen; Coesfeld
12065;Hohen Neuendorf;16540;Brandenburg; Oberhavel
07339;Bingen am Rhein;55411;Rheinland-Pfalz; Mainz-Bingen
06438;Obertshausen;63179;Hessen; Offenbach
03154;Helmstedt;38350;Niedersachsen; Helmstedt
05754;Harsewinkel;33428;Nordrhein-Westfalen; Gütersloh
09186;Pfaffenhofen;85276;Freistaat Bayern; Pfaffenhofen
01059;Schleswig;24837;Schleswig-Holstein; Schleswig-Flensburg
07339;Ingelheim am Rhein;55218;Rheinland-Pfalz; Mainz-Bingen
16073;Rudolstadt;07407;Freistaat Thüringen; Saalfeld-Rudolstadt
03358;Walsrode;29664;Niedersachsen; Soltau-Fallingbostel
12072;Ludwigsfelde;14974;Brandenburg; Teltow-Fläming
09183;Waldkraiburg;84478;Freistaat Bayern; Mühldorf a.Inn
06635;Korbach;34497;Hessen; Waldeck-Frankenberg
08128;Wertheim;97877;Baden-Württemberg; Main-Tauber-Kreis
08436;Weingarten;88250;Baden-Württemberg; Ravensburg
08237;Freudenstadt;72250;Baden-Württemberg; Freudenstadt
03156;Osterode am Harz;37520;Niedersachsen; Osterode am Harz
06532;Dillenburg;35683;Hessen; Lahn-Dill-Kreis
05762;Warburg;34414;Nordrhein-Westfalen; Höxter
08215;Stutensee;76297;Baden-Württemberg; Karlsruhe
16065;Sondershausen;99706;Freistaat Thüringen; Kyffhäuserkreis
05374;Wipperfürth;51688;Nordrhein-Westfalen; Oberbergischer Kreis
09173;Geretsried;82538;Freistaat Bayern; Bad Tölz-Wolfratshausen
08118;Remseck am Neckar;71686;Baden-Württemberg; Ludwigsburg
08235;Calw;75365;Baden-Württemberg; Calw
06433;Groß-Gerau;64521;Hessen; Groß-Gerau
16071;Apolda;99510;Freistaat Thüringen; Weimarer Land
03241;Ronnenberg;30952;Niedersachsen;Hannover
06439;Idstein;65510;Hessen; Rheingau-Taunus-Kreis
09188;Starnberg;82319;Freistaat Bayern; Starnberg
12069;Werder;14542;Brandenburg; Potsdam-Mittelmark
03454;Haren;49733;Niedersachsen; Emsland
14524;Werdau;08412;Freistaat Sachsen; Zwickau
08337;Waldshut-Tiengen;79761;Baden-Württemberg; Waldshut
09572;Herzogenaurach;91074;Freistaat Bayern; Erlangen-Höchstadt
03241;Sehnde;31319;Niedersachsen;Hannover
05374;Radevormwald;42477;Nordrhein-Westfalen; Oberbergischer Kreis
01058;Eckernförde;24340;Schleswig-Holstein; Rendsburg-Eckernförde
08126;Öhringen;74613;Baden-Württemberg; Hohenlohekreis
05554;Vreden;48691;Nordrhein-Westfalen; Borken
08235;Nagold;72202;Baden-Württemberg; Calw
16072;Sonneberg;96515;Freistaat Thüringen; Sonneberg
08128;Bad Mergentheim;97980;Baden-Württemberg; Main-Tauber-Kreis
05154;Rees;46459;Nordrhein-Westfalen; Kleve
09775;Senden;89250;Freistaat Bayern; Neu-Ulm
03257;Stadthagen;31655;Niedersachsen; Schaumburg
05566;Lengerich;49525;Nordrhein-Westfalen; Steinfurt
01054;Husum;25813;Schleswig-Holstein; Nordfriesland
16076;Greiz;07973;Freistaat Thüringen; Greiz
05978;Fröndenberg/Ruhr;58730;Nordrhein-Westfalen; Unna
10045;Blieskastel;66440;Saarland; Saarpfalz-Kreis
14521;Annaberg-Buchholz;09456;Freistaat Sachsen; Erzgebirgskreis
03153;Bad Harzburg;38667;Niedersachsen; Goslar
08436;Leutkirch;88299;Baden-Württemberg; Ravensburg
08415;Metzingen;72555;Baden-Württemberg; Reutlingen
03451;Westerstede;26655;Niedersachsen; Ammerland
12069;Teltow;14513;Brandenburg; Potsdam-Mittelmark
08226;Schwetzingen;68723;Baden-Württemberg; Rhein-Neckar-Kreis
03152;Duderstadt;37115;Niedersachsen; Göttingen
03357;Rotenburg;27356;Niedersachsen; Rotenburg
03358;Soltau;29614;Niedersachsen; Soltau-Fallingbostel
06440;Karben;61184;Hessen; Wetteraukreis
08435;Überlingen;88662;Baden-Württemberg; Bodenseekreis
06436;Bad Soden am Taunus;65812;Hessen; Main-Taunus-Kreis
09190;Weilheim i.OB;82362;Freistaat Bayern; Weilheim-Schongau
14627;Coswig;01640;Freistaat Sachsen; Meißen
13055;Neustrelitz;17235;Mecklenburg-Vorpommern; Mecklenburg-Strelitz
05170;Xanten;46509;Nordrhein-Westfalen; Wesel
09772;Neusäß;86356;Freistaat Bayern; Augsburg
05774;Büren;33142;Nordrhein-Westfalen; Paderborn
06435;Gelnhausen;63571;Hessen; Main-Kinzig-Kreis
05158;Wülfrath;42489;Nordrhein-Westfalen; Mettmann
06433;Riedstadt;64560;Hessen; Groß-Gerau
08325;Schramberg;78713;Baden-Württemberg; Rottweil
06432;Groß-Umstadt;64823;Hessen; Darmstadt-Dieburg
08125;Eppingen;75031;Baden-Württemberg; Heilbronn
06440;Büdingen;63654;Hessen; Wetteraukreis
15085;Quedlinburg;06484;Sachsen-Anhalt; Harz
13056;Waren;17192;Mecklenburg-Vorpommern; Müritz
14524;Crimmitschau;08451;Freistaat Sachsen; Zwickau
06534;Stadtallendorf;35260;Hessen; Marburg-Biedenkopf
08326;Donaueschingen;78166;Baden-Württemberg; Schwarzwald-Baar-Kreis
08226;Hockenheim;68766;Baden-Württemberg; Rhein-Neckar-Kreis
05958;Marsberg;34431;Nordrhein-Westfalen; Hochsauerlandkreis
05754;Halle;33790;Nordrhein-Westfalen; Gütersloh
05962;Meinerzhagen;58540;Nordrhein-Westfalen; Märkischer Kreis
05754;Versmold;33775;Nordrhein-Westfalen; Gütersloh
12071;Forst (Lausitz);03149;Brandenburg; Spree-Neiße
10044;Dillingen/ Saar;66763;Saarland; Saarlouis
14729;Borna;04552;Freistaat Sachsen; Leipzig
09771;Aichach;86551;Freistaat Bayern; Aichach-Friedberg
03462;Wittmund;26409;Niedersachsen; Wittmund
09780;Sonthofen;87527;Freistaat Bayern; Oberallgäu
03252;Bad Pyrmont;31812;Niedersachsen; Hameln-Pyrmont
09675;Kitzingen;97318;Freistaat Bayern; Kitzingen
09189;Traunreut;83301;Freistaat Bayern; Traunstein
06532;Herborn;35745;Hessen; Lahn-Dill-Kreis
03455;Schortens;26419;Niedersachsen; Friesland
09672;Bad Kissingen;97688;Freistaat Bayern; Bad Kissingen
06436;Eschborn;65760;Hessen; Main-Taunus-Kreis
01051;Heide;25746;Schleswig-Holstein; Dithmarschen
08316;Waldkirch;79183;Baden-Württemberg; Emmendingen
16066;Meiningen;98617;Freistaat Thüringen; Schmalkalden-Meiningen
05554;Stadtlohn;48703;Nordrhein-Westfalen; Borken
05974;Geseke;59590;Nordrhein-Westfalen; Soest
07334;Germersheim;76726;Rheinland-Pfalz; Germersheim
09478;Lichtenfels;96215;Freistaat Bayern; Lichtenfels
12072;Luckenwalde;14943;Brandenburg; Teltow-Fläming
06435;Bruchköbel;63486;Hessen; Main-Kinzig-Kreis
08125;Bad Rappenau;74906;Baden-Württemberg; Heilbronn
08215;Waghäusel;68753;Baden-Württemberg; Karlsruhe
08215;Rheinstetten;76287;Baden-Württemberg; Karlsruhe
03453;Friesoythe;26169;Niedersachsen; Cloppenburg
09772;Gersthofen;86368;Freistaat Bayern; Augsburg
01056;Quickborn;25451;Schleswig-Holstein; Pinneberg
03257;Bückeburg;31675;Niedersachsen; Schaumburg
03153;Seesen;38723;Niedersachsen; Goslar
14523;Reichenbach im Vogtland;08468;Freistaat Sachsen; Vogtlandkreis
03241;Burgwedel;30938;Niedersachsen;Hannover
03254;Alfeld;31061;Niedersachsen; Hildesheim
14522;Döbeln;04720;Freistaat Sachsen; Mittelsachsen
06438;Seligenstadt;63500;Hessen; Offenbach
16066;Schmalkalden;98574;Freistaat Thüringen; Schmalkalden-Meiningen
06436;Flörsheim am Main;65439;Hessen; Main-Taunus-Kreis
14523;Auerbach;08209;Freistaat Sachsen; Vogtlandkreis
03255;Holzminden;37603;Niedersachsen; Holzminden
08117;Eislingen/ Fils;73054;Baden-Württemberg; Göppingen
12073;Prenzlau;17291;Brandenburg; Uckermark
05758;Enger;32130;Nordrhein-Westfalen; Herford
08416;Mössingen;72116;Baden-Württemberg; Tübingen
05366;Zülpich;53909;Nordrhein-Westfalen; Euskirchen
10041;Püttlingen;66346;Saarland; Regionalverband Saarbrücken
06636;Eschwege;37269;Hessen; Werra-Meißner-Kreis
16068;Sömmerda;99610;Freistaat Thüringen; Sömmerda
05970;Bad Berleburg;57319;Nordrhein-Westfalen; Siegen-Wittgenstein
08317;Oberkirch;77704;Baden-Württemberg; Ortenaukreis
05570;Ennigerloh;59320;Nordrhein-Westfalen; Warendorf
14730;Torgau;04860;Freistaat Sachsen; Nordsachsen
05566;Hörstel;48477;Nordrhein-Westfalen; Steinfurt
08436;Bad Waldsee;88339;Baden-Württemberg; Ravensburg
01060;Kaltenkirchen;24568;Schleswig-Holstein; Segeberg
10044;Lebach;66822;Saarland; Saarlouis
06435;Nidderau;61130;Hessen; Main-Kinzig-Kreis
09371;Sulzbach-Rosenberg;92237;Freistaat Bayern; Amberg-Sulzbach
05374;Bergneustadt;51702;Nordrhein-Westfalen; Oberbergischer Kreis
16061;Leinefelde-Worbis;37327;Freistaat Thüringen; Eichsfeld
08426;Laupheim;88471;Baden-Württemberg; Biberach
01055;Bad Schwartau;23611;Schleswig-Holstein; Ostholstein
12071;Guben;03172;Brandenburg; Spree-Neiße
15081;Salzwedel;29410;Sachsen-Anhalt; Altmarkkreis Salzwedel
14626;Weißwasser;02943;Freistaat Sachsen; Görlitz
09774;Günzburg;89312;Freistaat Bayern; Günzburg
05758;Vlotho;32602;Nordrhein-Westfalen; Herford
08135;Giengen an der Brenz;89537;Baden-Württemberg; Heidenheim
05566;Ochtrup;48607;Nordrhein-Westfalen; Steinfurt
07338;Schifferstadt;67105;Rheinland-Pfalz; Rhein-Pfalz-Kreis
05374;Waldbröl;51545;Nordrhein-Westfalen; Oberbergischer Kreis
05554;Rhede;46414;Nordrhein-Westfalen; Borken
06532;Haiger;35708;Hessen; Lahn-Dill-Kreis
05570;Telgte;48291;Nordrhein-Westfalen; Warendorf
15083;Oschersleben;39387;Sachsen-Anhalt; Börde
08417;Hechingen;72379;Baden-Württemberg; Zollernalbkreis
03252;Hessisch Oldendorf;31840;Niedersachsen; Hameln-Pyrmont
05762;Bad Driburg;33014;Nordrhein-Westfalen; Höxter
03458;Wildeshausen;27793;Niedersachsen; Oldenburg
15083;Haldensleben;39340;Sachsen-Anhalt; Börde
05962;Werdohl;58791;Nordrhein-Westfalen; Märkischer Kreis
09779;Nördlingen;86720;Freistaat Bayern; Donau-Ries
08118;Gerlingen;70839;Baden-Württemberg; Ludwigsburg
08115;Weil der Stadt;71263;Baden-Württemberg; Böblingen
08336;Schopfheim;79650;Baden-Württemberg; Lörrach
14729;Grimma;04668;Freistaat Sachsen; Leipzig
03358;Schneverdingen;29640;Niedersachsen; Soltau-Fallingbostel
06635;Frankenberg;35066;Hessen; Waldeck-Frankenberg
07332;Bad Dürkheim;67098;Rheinland-Pfalz; Bad Dürkheim
08125;Bad Friedrichshall;74177;Baden-Württemberg; Heilbronn
03357;Bremervörde;27432;Niedersachsen; Rotenburg
09189;Traunstein;83278;Freistaat Bayern; Traunstein
09671;Alzenau;63755;Freistaat Bayern; Aschaffenburg
05378;Burscheid;51399;Nordrhein-Westfalen; Rheinisch-Bergischer Kreis
05962;Altena;58762;Nordrhein-Westfalen; Märkischer Kreis
07137;Mayen;56727;Rheinland-Pfalz; Mayen-Koblenz
05366;Bad Münstereifel;53902;Nordrhein-Westfalen; Euskirchen
12070;Wittenberge;19322;Brandenburg; Prignitz
14521;Schwarzenberg;08340;Freistaat Sachsen; Erzgebirgskreis
13060;Parchim;19370;Mecklenburg-Vorpommern; Parchim
06634;Schwalmstadt;34613;Hessen; Schwalm-Eder-Kreis
03241;Hemmingen;30966;Niedersachsen;Hannover
08435;Tettnang;88069;Baden-Württemberg; Bodenseekreis
08415;Pfullingen;72793;Baden-Württemberg; Reutlingen
08118;Korntal-Münchingen;70825;Baden-Württemberg; Ludwigsburg
03254;Sarstedt;31157;Niedersachsen; Hildesheim
03352;Langen;27607;Niedersachsen; Cuxhaven
01053;Mölln;23879;Schleswig-Holstein; Herzogtum Lauenburg
01056;Schenefeld;22869;Schleswig-Holstein; Pinneberg
05970;Freudenberg;57258;Nordrhein-Westfalen; Siegen-Wittgenstein
14625;Radeberg;01454;Freistaat Sachsen; Bautzen
08225;Buchen;74722;Baden-Württemberg; Neckar-Odenwald-Kreis
08315;Müllheim;79379;Baden-Württemberg; Breisgau-Hochschwarzwald
09773;Dillingen a.d.Donau;89407;Freistaat Bayern; Dillingen a.d.Donau
10045;Bexbach;66450;Saarland; Saarpfalz-Kreis
06633;Vellmar;34246;Hessen; Kassel
06438;Heusenstamm;63150;Hessen; Offenbach
09777;Marktoberdorf;87616;Freistaat Bayern; Ostallgäu
09171;Burghausen;84489;Freistaat Bayern; Altötting
09779;Donauwörth;86609;Freistaat Bayern; Donau-Ries
16064;Bad Langensalza;99947;Freistaat Thüringen; Unstrut-Hainich-Kreis
09187;Bad Aibling;83043;Freistaat Bayern; Rosenheim
06531;Pohlheim;35415;Hessen; Gießen
09279;Dingolfing;84130;Freistaat Bayern; Dingolfing-Landau
07141;Lahnstein;56112;Rheinland-Pfalz; Rhein-Lahn-Kreis
07235;Konz;54329;Rheinland-Pfalz; Trier-Saarburg
09173;Wolfratshausen;82515;Freistaat Bayern; Bad Tölz-Wolfratshausen
05766;Horn-Bad Meinberg;32805;Nordrhein-Westfalen; Lippe
09183;Mühldorf a.Inn;84453;Freistaat Bayern; Mühldorf a.Inn
09187;Kolbermoor;83059;Freistaat Bayern; Rosenheim
07231;Wittlich;54516;Rheinland-Pfalz; Bernkastel-Wittlich
07331;Alzey;55232;Rheinland-Pfalz; Alzey-Worms
14730;Schkeuditz;04435;Freistaat Sachsen; Nordsachsen
06440;Nidda;63667;Hessen; Wetteraukreis
03252;Bad Münder am Deister;31848;Niedersachsen; Hameln-Pyrmont
09173;Bad Tölz;83646;Freistaat Bayern; Bad Tölz-Wolfratshausen
01056;Uetersen;25436;Schleswig-Holstein; Pinneberg
12072;Zossen;15806;Brandenburg; Teltow-Fläming
06434;Kronberg im Taunus;61476;Hessen; Hochtaunuskreis
08437;Bad Saulgau;88348;Baden-Württemberg; Sigmaringen
14521;Aue;08280;Freistaat Sachsen; Erzgebirgskreis
09577;Weißenburg;91781;Freistaat Bayern; Weißenburg-Gunzenhausen
08118;Sachsenheim;74343;Baden-Württemberg; Ludwigsburg
12062;Finsterwalde;03238;Brandenburg; Elbe-Elster
06439;Eltville am Rhein;65343;Hessen; Rheingau-Taunus-Kreis
07131;Sinzig;53489;Rheinland-Pfalz; Ahrweiler
10041;Sulzbach/ Saar;66280;Saarland; Regionalverband Saarbrücken
09178;Moosburg a.d.Isar;85368;Freistaat Bayern; Freising
09476;Kronach;96317;Freistaat Bayern; Kronach
06635;Bad Wildungen;34537;Hessen; Waldeck-Frankenberg
09172;Bad Reichenhall;83435;Freistaat Bayern; Berchtesgadener Land
09479;Marktredwitz;95615;Freistaat Bayern; Wunsiedel
05962;Kierspe;58566;Nordrhein-Westfalen; Märkischer Kreis
07334;Wörth am Rhein;76744;Rheinland-Pfalz; Germersheim
12066;Lauchhammer;01979;Brandenburg; Oberspreewald-Lausitz
08115;Renningen;71272;Baden-Württemberg; Böblingen
01055;Eutin;23701;Schleswig-Holstein; Ostholstein
05370;Wassenberg;41849;Nordrhein-Westfalen; Heinsberg
14625;Kamenz;01917;Freistaat Sachsen; Bautzen
05554;Gescher;48712;Nordrhein-Westfalen; Borken
07137;Bendorf;56170;Rheinland-Pfalz; Mayen-Koblenz
06432;Reinheim;64354;Hessen; Darmstadt-Dieburg
05762;Brakel;33034;Nordrhein-Westfalen; Höxter
09573;Oberasbach;90522;Freistaat Bayern; Fürth
09372;Cham;93413;Freistaat Bayern; Cham
14729;Wurzen;04808;Freistaat Sachsen; Leipzig
12066;Lübbenau;03222;Brandenburg; Oberspreewald-Lausitz
05962;Halver;58553;Nordrhein-Westfalen; Märkischer Kreis
06436;Hochheim am Main;65239;Hessen; Main-Taunus-Kreis
14627;Großenhain;01558;Freistaat Sachsen; Meißen
06435;Schlüchtern;36381;Hessen; Main-Kinzig-Kreis
08337;Bad Säckingen;79713;Baden-Württemberg; Waldshut
14730;Eilenburg;04838;Freistaat Sachsen; Nordsachsen
05766;Oerlinghausen;33813;Nordrhein-Westfalen; Lippe
16061;Heilbad Heiligenstadt;37308;Freistaat Thüringen; Eichsfeld
06535;Alsfeld;36304;Hessen; Vogelsbergkreis
08315;Bad Krozingen;79189;Baden-Württemberg; Breisgau-Hochschwarzwald
15085;Thale;06502;Sachsen-Anhalt; Harz
01055;Neustadt in Holstein;23730;Schleswig-Holstein; Ostholstein
14626;Löbau;02708;Freistaat Sachsen; Görlitz
08335;Stockach;78333;Baden-Württemberg; Konstanz
06437;Michelstadt;64720;Hessen; Odenwaldkreis
10042;Wadern;66687;Saarland; Merzig-Wadern
03251;Diepholz;49356;Niedersachsen; Diepholz
12063;Nauen;14641;Brandenburg; Havelland
12073;Templin;17268;Brandenburg; Uckermark
09775;Illertissen;89257;Freistaat Bayern; Neu-Ulm
09772;Bobingen;86399;Freistaat Bayern; Augsburg
03358;Munster;29633;Niedersachsen; Soltau-Fallingbostel
03460;Damme;49401;Niedersachsen; Vechta
08437;Sigmaringen;72488;Baden-Württemberg; Sigmaringen
14628;Heidenau;01809;Freistaat Sachsen; Sächs. Schweiz-Osterzgebirge
16076;Zeulenroda-Triebes;07937;Freistaat Thüringen; Greiz
14524;Meerane;08393;Freistaat Sachsen; Zwickau
09275;Vilshofen an der Donau;94474;Freistaat Bayern; Passau
06635;Bad Arolsen;34454;Hessen; Waldeck-Frankenberg
05766;Blomberg;32825;Nordrhein-Westfalen; Lippe
01062;Glinde;21509;Schleswig-Holstein; Stormarn
06534;Kirchhain;35274;Hessen; Marburg-Biedenkopf
09190;Penzberg;82377;Freistaat Bayern; Weilheim-Schongau
09577;Gunzenhausen;91710;Freistaat Bayern; Weißenburg-Gunzenhausen
07131;Remagen;53424;Rheinland-Pfalz; Ahrweiler
13057;Ribnitz-Damgarten;18311;Mecklenburg-Vorpommern; Nordvorpommern
06432;Babenhausen;64832;Hessen; Darmstadt-Dieburg
06631;Hünfeld;36088;Hessen; Fulda
09479;Selb;95100;Freistaat Bayern; Wunsiedel
09185;Schrobenhausen;86529;Freistaat Bayern; Neuburg-Schrobenhausen
08116;Wendlingen am Neckar;73240;Baden-Württemberg; Esslingen
16063;Bad Salzungen;36433;Freistaat Thüringen; Wartburgkreis
09473;Neustadt b.Coburg;96465;Freistaat Bayern; Coburg
14524;Hohenstein-Ernstthal;09337;Freistaat Sachsen; Zwickau
03154;Königslutter am Elm;38154;Niedersachsen; Helmstedt
03251;Bassum;27211;Niedersachsen; Diepholz
09172;Freilassing;83395;Freistaat Bayern; Berchtesgadener Land
07140;Boppard;56154;Rheinland-Pfalz; Rhein-Hunsrück-Kreis
14522;Frankenberg;09669;Freistaat Sachsen; Mittelsachsen
01060;Bad Segeberg;23795;Schleswig-Holstein; Segeberg
09677;Lohr;97816;Freistaat Bayern; Main-Spessart
01057;Preetz;24211;Schleswig-Holstein; Plön
06633;Hofgeismar;34369;Hessen; Kassel
05374;Hückeswagen;42499;Nordrhein-Westfalen; Oberbergischer Kreis
15082;Sandersdorf-Brehna;06792;Sachsen-Anhalt; Anhalt-Bitterfeld
06434;Königstein im Taunus;61462;Hessen; Hochtaunuskreis
05770;Rahden;32369;Nordrhein-Westfalen; Minden-Lübbecke
08118;Freiberg am Neckar;71691;Baden-Württemberg; Ludwigsburg
05974;Erwitte;59597;Nordrhein-Westfalen; Soest
03461;Brake;26919;Niedersachsen; Wesermarsch
05970;Hilchenbach;57271;Nordrhein-Westfalen; Siegen-Wittgenstein
14522;Mittweida;09648;Freistaat Sachsen; Mittelsachsen
03457;Weener;26826;Niedersachsen; Leer
15086;Genthin;39307;Sachsen-Anhalt; Jerichower Land
09673;Bad Neustadt a.d.Saale;97616;Freistaat Bayern; Rhön-Grabfeld
06431;Bürstadt;68642;Hessen; Bergstraße
03456;Bad Bentheim;48455;Niedersachsen; Grafschaft Bentheim
08118;Marbach am Neckar;71672;Baden-Württemberg; Ludwigsburg
14521;Schneeberg;08289;Freistaat Sachsen; Erzgebirgskreis
09273;Kelheim;93309;Freistaat Bayern; Kelheim
14730;Oschatz;04758;Freistaat Sachsen; Nordsachsen
05154;Straelen;47638;Nordrhein-Westfalen; Kleve
09184;Garching;85748;Freistaat Bayern; München
12068;Wittstock;16909;Brandenburg; Ostprignitz-Ruppin
06636;Witzenhausen;37213;Hessen; Werra-Meißner-Kreis
09574;Altdorf b.Nürnberg;90518;Freistaat Bayern; Nürnberger Land
08117;Ebersbach an der Fils;73061;Baden-Württemberg; Göppingen
05570;Drensteinfurt;48317;Nordrhein-Westfalen; Warendorf
08327;Trossingen;78647;Baden-Württemberg; Tuttlingen
08125;Brackenheim;74336;Baden-Württemberg; Heilbronn
06432;Dieburg;64807;Hessen; Darmstadt-Dieburg
05958;Olsberg;59939;Nordrhein-Westfalen; Hochsauerlandkreis
05774;Bad Lippspringe;33175;Nordrhein-Westfalen; Paderborn
01062;Bargteheide;22941;Schleswig-Holstein; Stormarn
06432;Ober-Ramstadt;64372;Hessen; Darmstadt-Dieburg
14729;Markranstädt;04420;Freistaat Sachsen; Leipzig
08226;Eberbach;69412;Baden-Württemberg; Rhein-Neckar-Kreis
05758;Spenge;32139;Nordrhein-Westfalen; Herford
10043;Ottweiler;66564;Saarland; Neunkirchen
01053;Schwarzenbek;21493;Schleswig-Holstein; Herzogtum Lauenburg
09677;Karlstadt;97753;Freistaat Bayern; Main-Spessart
08226;Schriesheim;69198;Baden-Württemberg; Rhein-Neckar-Kreis
15085;Blankenburg;38889;Sachsen-Anhalt; Harz
09275;Pocking;94060;Freistaat Bayern; Passau
08215;Kraichtal;76703;Baden-Württemberg; Karlsruhe
08126;Künzelsau;74653;Baden-Württemberg; Hohenlohekreis
03155;Uslar;37170;Niedersachsen; Northeim
06434;Neu-Anspach;61267;Hessen; Hochtaunuskreis
06433;Raunheim;65479;Hessen; Groß-Gerau
09772;Stadtbergen;86391;Freistaat Bayern; Augsburg
08226;Walldorf;69190;Baden-Württemberg; Rhein-Neckar-Kreis
08226;Eppelheim;69214;Baden-Württemberg; Rhein-Neckar-Kreis
06436;Schwalbach am Taunus;65824;Hessen; Main-Taunus-Kreis
08128;Lauda-Königshofen;97922;Baden-Württemberg; Main-Tauber-Kreis
15082;Zerbst/Anhalt;39261;Sachsen-Anhalt; Anhalt-Bitterfeld
03241;Gehrden;30989;Niedersachsen;Hannover
15088;Leuna;06237;Sachsen-Anhalt; Saalekreis
